Duration,Protocol,SourceIP,DestinationIP,SourcePort,DestinationPort,PacketCount,ByteCount,Label,Throughput_Bps,Avg_Packet_Size
42.271491561748064,UDP,192.168.1.169,192.168.1.49,32759,757,439,887414,Normal,20993.202917945546,2021.4441913439637
60.3943557933089,TCP,192.168.1.202,192.168.1.20,23290,443,775,1365257,Normal,22605.705153514646,1761.6219354838709
63.47875202323363,TCP,192.168.1.74,192.168.1.83,26571,877,667,1409057,Attack,22197.301539328877,2112.529235382309
81.61499898321921,UDP,192.168.1.64,192.168.1.110,4201,73,603,607802,Normal,7447.185046525206,1007.9635157545605
83.23113266267876,ICMP,192.168.1.118,192.168.1.155,30451,300,986,1443795,Attack,17346.814272628595,1464.2951318458418
75.40006971882207,UDP,192.168.1.74,192.168.1.61,37842,615,963,593070,Normal,7865.642594385457,615.8566978193146
73.42457827915838,TCP,192.168.1.97,192.168.1.124,64008,690,195,86189,Normal,1173.8439909359997,441.9948717948718
19.86529070257436,UDP,192.168.1.167,192.168.1.253,10170,967,675,472422,Normal,23781.277962309327,699.8844444444444
99.99338936170736,TCP,192.168.1.49,192.168.1.239,13237,174,795,1442687,Attack,14427.823771243016,1814.7006289308176
90.55038025776555,TCP,192.168.1.190,192.168.1.254,15483,685,535,353068,Attack,3899.133266971798,659.9401869158878
23.105720838844668,UDP,192.168.1.201,192.168.1.92,47774,255,123,784528,Normal,33953.842231187795,6378.276422764227
39.21101809431829,TCP,192.168.1.206,192.168.1.2,32060,923,722,1160339,Normal,29592.167109992333,1607.1177285318558
87.661541795405,TCP,192.168.1.116,192.168.1.226,3101,559,174,1248806,Attack,14245.768148986164,7177.045977011494
30.79382131425885,UDP,192.168.1.238,192.168.1.4,32944,789,953,1300979,Attack,42248.053163755656,1365.1406086044071
70.92221610410824,TCP,192.168.1.50,192.168.1.233,23825,558,299,915940,Attack,12914.712065052678,3063.344481605351
64.7617185649017,ICMP,192.168.1.223,192.168.1.217,64367,273,776,653381,Attack,10089.000330422157,841.985824742268
18.036209402698955,TCP,192.168.1.117,192.168.1.152,1801,582,697,850734,Normal,47168.11504044167,1220.5652797704447
94.60406273574644,TCP,192.168.1.186,192.168.1.141,21162,746,123,1268676,Attack,13410.375445965143,10314.439024390244
31.490511369662265,TCP,192.168.1.182,192.168.1.90,39175,705,533,489356,Normal,15539.792106121278,918.1163227016885
29.958655970735823,TCP,192.168.1.39,192.168.1.173,39935,593,504,392429,Attack,13099.018873988607,778.6289682539683
58.65813737757441,TCP,192.168.1.230,192.168.1.115,24026,345,328,260969,Attack,4448.98204523915,795.6371951219512
43.010722322395765,UDP,192.168.1.128,192.168.1.13,32566,717,466,1011359,Normal,23514.1133510651,2170.2982832618027
80.12397803722627,UDP,192.168.1.23,192.168.1.145,18020,754,335,1076786,Attack,13438.998242195566,3214.286567164179
25.669627696887037,UDP,192.168.1.109,192.168.1.6,40507,613,677,429057,Attack,16714.578219302803,633.7621861152141
70.51040544818767,TCP,192.168.1.183,192.168.1.152,19024,539,349,9996,Normal,141.76631004263965,28.64183381088825
19.36591771863968,ICMP,192.168.1.99,192.168.1.250,29490,989,917,520711,Attack,26888.010553655102,567.8418756815703
24.27338977784811,TCP,192.168.1.230,192.168.1.127,25177,359,275,269092,Normal,11085.884685359162,978.5163636363636
90.01117695233886,ICMP,192.168.1.74,192.168.1.109,3418,794,854,1009641,Normal,11216.8403323357,1182.2494145199064
98.2480775972188,TCP,192.168.1.81,192.168.1.43,53880,38,509,1204862,Attack,12263.466415490528,2367.115913555992
89.81496987276839,UDP,192.168.1.41,192.168.1.54,64606,675,38,1416953,Attack,15776.356680932491,37288.23684210526
40.77043703634863,ICMP,192.168.1.15,192.168.1.76,18162,701,691,246471,Attack,6045.336226841529,356.6874095513748
71.8671056548263,UDP,192.168.1.37,192.168.1.251,15552,782,229,627702,Normal,8734.204533222997,2741.056768558952
99.23070935695172,ICMP,192.168.1.255,192.168.1.238,21179,391,31,476087,Attack,4797.77886387393,15357.645161290322
33.90113190392743,ICMP,192.168.1.186,192.168.1.48,14815,1016,639,635389,Normal,18742.412548366578,994.3489827856025
44.66181944888253,TCP,192.168.1.226,192.168.1.156,12616,963,125,1375964,Attack,30808.50751221304,11007.712
56.53371218233395,UDP,192.168.1.200,192.168.1.128,32263,314,574,69447,Attack,1228.4174755059032,120.98780487804878
33.826506272403854,TCP,192.168.1.41,192.168.1.136,34647,500,32,1074284,Normal,31758.644873012385,33571.375
6.171546123689764,ICMP,192.168.1.42,192.168.1.134,39814,960,46,1063937,Attack,172393.91534578812,23129.065217391304
7.5696961582102045,TCP,192.168.1.44,192.168.1.190,29300,645,909,1453734,Normal,192046.54580795276,1599.2673267326732
99.4975459373136,UDP,192.168.1.13,192.168.1.138,14708,567,228,494833,Normal,4973.3186415648825,2170.3201754385964
48.26344395708798,UDP,192.168.1.139,192.168.1.57,26762,247,368,262025,Normal,5429.057243262039,712.0244565217391
59.470507030966026,TCP,192.168.1.122,192.168.1.216,58357,346,339,1211901,Attack,20378.18509549563,3574.929203539823
33.366564459882696,ICMP,192.168.1.186,192.168.1.206,13653,479,32,827620,Attack,24803.87218153863,25863.125
45.74403215491505,TCP,192.168.1.244,192.168.1.230,20786,771,203,660069,Attack,14429.619972385353,3251.5714285714284
19.72268903408888,UDP,192.168.1.221,192.168.1.11,55696,702,325,1234767,Attack,62606.422373025154,3799.283076923077
9.176532076205191,ICMP,192.168.1.105,192.168.1.222,64872,991,88,1126071,Normal,122712.0431388138,12796.261363636364
10.447205251039716,UDP,192.168.1.235,192.168.1.226,9188,129,856,34847,Attack,3335.533203631851,40.70911214953271
13.805103330689084,UDP,192.168.1.202,192.168.1.140,27900,83,413,798608,Normal,57848.752078854406,1933.675544794189
84.4663963291303,ICMP,192.168.1.80,192.168.1.19,22831,732,441,1370187,Normal,16221.681752124869,3107.0
91.99842786084407,TCP,192.168.1.160,192.168.1.10,11658,373,642,751488,Attack,8168.487413031595,1170.5420560747664
44.335709295951645,UDP,192.168.1.167,192.168.1.96,57250,120,532,1345793,Normal,30354.606283988924,2529.686090225564
40.08163562286953,TCP,192.168.1.21,192.168.1.120,30353,579,107,775006,Attack,19335.687976710262,7243.046728971963
21.80298553854165,TCP,192.168.1.132,192.168.1.139,38120,769,869,420359,Attack,19279.882530625062,483.72727272727275
79.82581816789335,UDP,192.168.1.21,192.168.1.199,41941,943,316,351565,Normal,4404.151539800973,1112.5474683544303
44.00044144936028,ICMP,192.168.1.179,192.168.1.229,38510,680,522,661977,Normal,15044.780874797892,1268.155172413793
53.17891952061812,ICMP,192.168.1.119,192.168.1.243,9467,675,345,906911,Normal,17053.95687192139,2628.727536231884
96.74844902874324,UDP,192.168.1.209,192.168.1.160,60329,258,837,475195,Normal,4911.654964709803,567.7359617682198
37.84701986968514,ICMP,192.168.1.194,192.168.1.45,7287,566,979,457231,Normal,12081.030463543439,467.0388151174668
73.2318741061232,TCP,192.168.1.15,192.168.1.173,17228,475,871,1166043,Normal,15922.615858638836,1338.7405281285878
2.9795366737444096,UDP,192.168.1.62,192.168.1.195,24904,810,645,1118200,Attack,375293.2494013401,1733.6434108527133
36.74891309152491,ICMP,192.168.1.41,192.168.1.247,36694,417,469,1057980,Normal,28789.422897081353,2255.820895522388
28.328136587113807,ICMP,192.168.1.52,192.168.1.161,11051,566,120,1108419,Attack,39127.84720560155,9236.825
72.95369500174648,UDP,192.168.1.15,192.168.1.88,3661,295,861,1034208,Attack,14176.225069549137,1201.1707317073171
25.26312109430328,TCP,192.168.1.229,192.168.1.175,33331,799,15,25166,Normal,996.1556177504457,1677.7333333333333
36.1431660914893,TCP,192.168.1.202,192.168.1.238,50820,199,977,203536,Attack,5631.382693059837,208.32753326509723
6.809829131538692,TCP,192.168.1.233,192.168.1.120,6805,1006,772,1375801,Normal,202031.6476999674,1782.1256476683939
28.9988330890524,ICMP,192.168.1.232,192.168.1.28,61767,196,630,609932,Attack,21032.98426274472,968.1460317460318
39.38824771159594,UDP,192.168.1.116,192.168.1.174,21329,371,602,640969,Normal,16273.102695332602,1064.7325581395348
61.38530281370051,TCP,192.168.1.237,192.168.1.136,20566,190,967,1347312,Attack,21948.44593483532,1393.290589451913
16.146411301122765,TCP,192.168.1.193,192.168.1.153,36843,991,585,423438,Attack,26224.898654139673,723.8256410256411
16.996375776837922,UDP,192.168.1.107,192.168.1.115,5432,702,304,216071,Normal,12712.769053650492,710.7598684210526
31.2495419021566,UDP,192.168.1.206,192.168.1.220,22946,708,258,68114,Normal,2179.679952213933,264.0077519379845
64.7190569455391,TCP,192.168.1.108,192.168.1.219,14315,355,152,935689,Normal,14457.704487062902,6155.848684210527
90.65849927294724,ICMP,192.168.1.66,192.168.1.121,49746,680,762,1358079,Normal,14980.161936182136,1782.255905511811
76.02778922450325,TCP,192.168.1.119,192.168.1.227,20649,779,198,653911,Attack,8600.947188784608,3302.580808080808
20.426118943149973,TCP,192.168.1.229,192.168.1.144,50741,756,233,1203637,Attack,58926.36791893583,5165.824034334764
35.98524155351301,UDP,192.168.1.57,192.168.1.15,1577,289,324,626946,Normal,17422.309061554573,1935.0185185185185
12.978115008060897,ICMP,192.168.1.255,192.168.1.136,19753,33,378,329675,Attack,25402.379297396736,872.1560846560847
3.517009064808041,UDP,192.168.1.54,192.168.1.108,17944,374,590,1444253,Normal,410648.0743685054,2447.886440677966
40.96692820721819,TCP,192.168.1.102,192.168.1.74,41849,740,648,56462,Normal,1378.2336745973462,87.13271604938272
66.29437884730662,TCP,192.168.1.51,192.168.1.215,65450,879,933,168857,Attack,2547.0786955998497,180.9828510182208
94.6280810762296,TCP,192.168.1.14,192.168.1.13,42866,756,516,442020,Attack,4671.129277618149,856.6279069767442
2.6093853416321755,UDP,192.168.1.92,192.168.1.125,49950,916,165,1481622,Normal,567804.9831740231,8979.527272727273
50.82514859372369,TCP,192.168.1.217,192.168.1.131,20579,869,768,277120,Normal,5452.418884501227,360.8333333333333
94.0898277215756,ICMP,192.168.1.239,192.168.1.244,9405,892,528,970664,Attack,10316.354312735322,1838.378787878788
45.99494989179881,UDP,192.168.1.97,192.168.1.172,32672,237,754,1236010,Normal,26872.732830618614,1639.2705570291778
6.7938075965106925,UDP,192.168.1.35,192.168.1.240,22848,272,723,411064,Attack,60505.68759279008,568.5532503457815
24.3794401715822,TCP,192.168.1.40,192.168.1.14,33889,385,341,512900,Normal,21038.21894146117,1504.1055718475072
30.186130038206947,ICMP,192.168.1.229,192.168.1.102,30842,158,908,69599,Normal,2305.6615707912115,76.65088105726872
7.472832371891225,TCP,192.168.1.218,192.168.1.173,39251,669,543,1040653,Attack,139258.1752421447,1916.48802946593
47.91312401620089,TCP,192.168.1.14,192.168.1.57,61230,157,859,1096176,Normal,22878.408004231773,1276.1071012805587
10.515918653375667,UDP,192.168.1.21,192.168.1.245,41876,158,732,1391950,Normal,132365.99158678128,1901.5710382513662
11.14602129232486,ICMP,192.168.1.245,192.168.1.123,28984,152,450,426420,Attack,38257.597829427476,947.6
95.4770784132124,ICMP,192.168.1.177,192.168.1.236,18867,473,286,946418,Normal,9912.515294027178,3309.153846153846
64.89426492462137,ICMP,192.168.1.134,192.168.1.10,48479,396,261,915344,Attack,14105.160156498077,3507.065134099617
80.9949864068215,TCP,192.168.1.77,192.168.1.227,58535,717,237,1235327,Attack,15251.894651789944,5212.350210970464
30.33271405442933,TCP,192.168.1.232,192.168.1.136,51134,335,527,121474,Attack,4004.719122134136,230.50094876660341
79.6833858381234,ICMP,192.168.1.219,192.168.1.183,49302,202,490,57786,Normal,725.1950879370527,117.93061224489796
51.74073716817165,ICMP,192.168.1.190,192.168.1.63,43480,619,372,1053190,Attack,20355.14099029634,2831.1559139784945
23.567815903697355,ICMP,192.168.1.31,192.168.1.158,52969,502,904,529461,Attack,22465.42497461283,585.6869469026549
18.21476107427897,UDP,192.168.1.7,192.168.1.234,22186,177,897,477944,Attack,26239.377944677177,532.8249721293199
82.66036026616464,TCP,192.168.1.27,192.168.1.186,39690,181,717,44393,Normal,537.0530669967499,61.91492329149233
56.43035641405333,ICMP,192.168.1.90,192.168.1.80,8831,380,170,778104,Normal,13788.748635410393,4577.082352941176
10.72547648492904,UDP,192.168.1.81,192.168.1.41,2154,705,852,463123,Attack,43179.71333495158,543.5715962441315
12.829478010227623,UDP,192.168.1.46,192.168.1.14,47235,132,616,1158982,Normal,90337.42441244007,1881.4642857142858
17.552962030489628,ICMP,192.168.1.167,192.168.1.39,46625,523,638,302368,Attack,17226.038515595515,473.9310344827586
26.21989525231889,TCP,192.168.1.20,192.168.1.34,4560,982,644,1012205,Attack,38604.46391030035,1571.7468944099378
54.298053376305965,ICMP,192.168.1.30,192.168.1.66,19659,387,186,1335675,Attack,24598.948156451745,7181.048387096775
91.0530065078092,UDP,192.168.1.69,192.168.1.111,26268,347,738,839475,Attack,9219.62966624284,1137.5
40.07444084394831,UDP,192.168.1.48,192.168.1.98,19152,691,321,812008,Normal,20262.49107659408,2529.6199376947043
25.051872878986124,UDP,192.168.1.160,192.168.1.127,2501,429,605,268290,Normal,10709.378947274061,443.45454545454544
75.20128287303108,ICMP,192.168.1.199,192.168.1.126,54535,385,554,752327,Normal,10004.17773816731,1357.9909747292418
81.78184000785458,TCP,192.168.1.120,192.168.1.57,11108,326,64,1124392,Attack,13748.675743808282,17568.625
71.18700180133351,ICMP,192.168.1.180,192.168.1.223,35277,374,126,1212295,Attack,17029.72409743053,9621.388888888889
12.67271628548694,ICMP,192.168.1.96,192.168.1.33,42929,440,821,901981,Attack,71175.03301426921,1098.6370280146164
48.78933565091608,TCP,192.168.1.63,192.168.1.1,23434,52,970,862882,Normal,17685.87312141026,889.5690721649485
87.18236242722952,TCP,192.168.1.79,192.168.1.174,24511,425,819,922373,Normal,10579.81195187155,1126.2185592185592
10.688250235249486,ICMP,192.168.1.58,192.168.1.151,4960,585,545,1424498,Normal,133277.00686704117,2613.7577981651375
9.089372078784418,TCP,192.168.1.169,192.168.1.68,54951,484,165,1458252,Normal,160434.84493320706,8837.89090909091
69.21578212247135,TCP,192.168.1.229,192.168.1.169,52767,847,416,322683,Normal,4661.985895486094,775.6802884615385
59.62269020776709,UDP,192.168.1.79,192.168.1.238,18831,870,885,699184,Attack,11726.810674988912,790.038418079096
3.103290461719299,ICMP,192.168.1.111,192.168.1.205,46426,694,110,753622,Normal,242846.10457716385,6851.109090909091
12.00513353154281,UDP,192.168.1.65,192.168.1.74,64403,1009,359,1362688,Normal,113508.77492696056,3795.788300835655
59.04246653378394,ICMP,192.168.1.153,192.168.1.126,41091,742,806,606084,Attack,10265.221552917346,751.9652605459057
89.45575252080066,UDP,192.168.1.141,192.168.1.140,21408,716,873,1282189,Normal,14333.220210761288,1468.7159221076747
72.04725727608306,UDP,192.168.1.243,192.168.1.87,15673,458,93,614986,Attack,8535.869695127893,6612.752688172043
31.051191229863985,TCP,192.168.1.200,192.168.1.55,23925,676,569,1443191,Normal,46477.79820479118,2536.3637961335676
4.214850239536516,TCP,192.168.1.91,192.168.1.250,47736,571,735,818344,Attack,194157.3136629378,1113.3931972789117
42.93809168542282,TCP,192.168.1.219,192.168.1.160,38848,709,901,279394,Normal,6506.903055844289,310.0932297447281
16.312208873091883,UDP,192.168.1.216,192.168.1.64,29164,187,913,660262,Attack,40476.55379702425,723.1785323110624
29.194599415800518,TCP,192.168.1.29,192.168.1.97,15961,992,696,522413,Attack,17894.165717419055,750.5933908045977
91.99509612437188,UDP,192.168.1.166,192.168.1.243,10096,20,360,707396,Attack,7689.496829740172,1964.9888888888888
52.09571608626696,UDP,192.168.1.2,192.168.1.213,14805,971,862,534458,Attack,10259.154497751291,620.0208816705336
52.90947329895766,UDP,192.168.1.166,192.168.1.224,4932,81,41,730548,Normal,13807.508456418374,17818.243902439026
87.05423089178761,UDP,192.168.1.18,192.168.1.196,31153,619,626,655574,Normal,7530.639157732707,1047.2428115015975
41.01268339816993,UDP,192.168.1.98,192.168.1.208,10515,507,884,964023,Attack,23505.484648268994,1090.5237556561085
14.494724690715463,ICMP,192.168.1.100,192.168.1.119,55246,789,202,980623,Attack,67653.78583755606,4854.569306930693
18.32905775725362,ICMP,192.168.1.14,192.168.1.119,5283,1022,319,1402820,Normal,76535.303591634,4397.55485893417
71.12672258296229,ICMP,192.168.1.53,192.168.1.11,7779,803,194,131855,Attack,1853.803960195188,679.6649484536083
10.820314191922066,ICMP,192.168.1.71,192.168.1.229,17235,95,13,642222,Normal,59353.3596722591,49401.692307692305
26.723235332782625,TCP,192.168.1.191,192.168.1.23,21249,206,645,405007,Normal,15155.612520582761,627.9178294573643
56.632310646570616,TCP,192.168.1.164,192.168.1.24,12091,423,876,1386519,Normal,24482.825866896903,1582.7842465753424
8.538116704655064,UDP,192.168.1.55,192.168.1.93,12758,370,203,228946,Normal,26814.57842748582,1127.8128078817733
45.98473288198088,ICMP,192.168.1.175,192.168.1.96,10123,341,930,365741,Normal,7953.531032542229,393.26989247311826
22.17502232816222,ICMP,192.168.1.168,192.168.1.164,30835,505,999,524640,Attack,23659.05171304872,525.1651651651651
89.97646059839873,ICMP,192.168.1.14,192.168.1.52,53605,772,700,414149,Normal,4602.85942840666,591.6414285714286
61.52444534238407,UDP,192.168.1.45,192.168.1.199,16773,403,759,201446,Normal,3274.2432520756793,265.40974967061925
36.21477981602415,ICMP,192.168.1.227,192.168.1.178,51076,967,817,1104821,Normal,30507.461473261366,1352.2900856793146
5.10658009707069,ICMP,192.168.1.216,192.168.1.245,60303,5,661,1339498,Attack,262308.2326209633,2026.4720121028745
95.8271763621247,UDP,192.168.1.166,192.168.1.198,35827,146,139,364712,Normal,3805.9349533766595,2623.827338129496
63.93679257160885,ICMP,192.168.1.67,192.168.1.133,19503,663,661,919985,Attack,14388.976409312712,1391.8078668683813
86.30685025062745,TCP,192.168.1.15,192.168.1.162,6762,686,144,790862,Attack,9163.374607037644,5492.097222222223
66.04811006751102,ICMP,192.168.1.132,192.168.1.71,17644,343,904,563210,Normal,8527.26897748195,623.0199115044247
80.06026046085123,ICMP,192.168.1.198,192.168.1.107,1201,1004,389,847146,Normal,10581.354533742082,2177.753213367609
23.693228832029835,ICMP,192.168.1.118,192.168.1.165,58719,133,277,392495,Attack,16565.703340078464,1416.9494584837546
65.74229659132713,ICMP,192.168.1.148,192.168.1.248,32525,159,811,792629,Attack,12056.606493795127,977.347718865598
95.99445500514636,UDP,192.168.1.95,192.168.1.70,47630,314,410,756797,Normal,7883.75745202603,1845.8463414634145
59.51539282651983,TCP,192.168.1.69,192.168.1.25,27560,506,957,8913,Attack,149.7595760811042,9.31347962382445
67.07494608797798,TCP,192.168.1.177,192.168.1.45,34749,713,138,290398,Normal,4329.455585683263,2104.3333333333335
19.984603830227087,UDP,192.168.1.131,192.168.1.251,36886,113,593,1187258,Attack,59408.63327019023,2002.1214165261383
83.62313104138664,TCP,192.168.1.151,192.168.1.76,36761,114,75,779622,Attack,9323.0424440117,10394.96
55.81315716282648,TCP,192.168.1.151,192.168.1.27,23709,534,478,1005160,Attack,18009.37361539318,2102.845188284519
54.94851559825472,TCP,192.168.1.228,192.168.1.226,47762,22,744,256010,Attack,4659.088552487328,344.0994623655914
41.58418068511647,TCP,192.168.1.139,192.168.1.98,34671,1,567,1307612,Attack,31444.938398606268,2306.194003527337
16.63457172088405,ICMP,192.168.1.54,192.168.1.155,14518,497,772,692043,Attack,41602.69417283327,896.4287564766839
17.484654442860915,TCP,192.168.1.138,192.168.1.33,34895,837,487,1322462,Normal,75635.58115041666,2715.5277207392196
39.26755291768658,ICMP,192.168.1.91,192.168.1.226,3553,984,647,1295551,Normal,32992.91409158497,2002.3972179289026
59.59611400293509,TCP,192.168.1.237,192.168.1.81,4659,322,142,753181,Normal,12638.08912042329,5304.091549295775
32.773839985232755,ICMP,192.168.1.51,192.168.1.30,49107,165,635,674630,Attack,20584.40513238531,1062.4094488188975
96.33876607436834,ICMP,192.168.1.81,192.168.1.147,47565,120,432,219019,Attack,2273.4254228555214,506.9884259259259
77.67342235167403,ICMP,192.168.1.155,192.168.1.91,46440,390,226,386409,Attack,4974.790453425567,1709.774336283186
11.087498623801462,TCP,192.168.1.209,192.168.1.60,63402,54,49,175076,Normal,15790.396548430272,3572.9795918367345
80.04397209260222,TCP,192.168.1.8,192.168.1.10,35491,885,207,924913,Attack,11555.061247210167,4468.178743961353
47.73049221233154,ICMP,192.168.1.135,192.168.1.2,15718,351,342,352548,Normal,7386.221755930615,1030.842105263158
47.40102001842954,TCP,192.168.1.175,192.168.1.141,56462,767,53,1041500,Attack,21972.101013755913,19650.943396226416
65.13986908666737,ICMP,192.168.1.101,192.168.1.224,58598,356,4,1223677,Attack,18785.37702266366,305919.25
64.09802577795612,ICMP,192.168.1.83,192.168.1.53,64410,1004,222,1089002,Normal,16989.63402979749,4905.414414414415
2.2850328677702425,UDP,192.168.1.133,192.168.1.33,52543,412,562,842338,Attack,368632.7719311809,1498.8220640569396
75.02173347633942,UDP,192.168.1.8,192.168.1.92,47560,930,519,719392,Normal,9589.114602728874,1386.1117533718689
54.3386749998872,ICMP,192.168.1.69,192.168.1.67,25083,903,502,585166,Attack,10768.867661959272,1165.6693227091635
86.06437001524046,ICMP,192.168.1.20,192.168.1.12,1701,492,357,741783,Attack,8618.932548610343,2077.823529411765
65.89671249684106,ICMP,192.168.1.5,192.168.1.48,22191,156,162,817229,Attack,12401.66571343261,5044.623456790124
43.35306132581095,UDP,192.168.1.61,192.168.1.178,31397,792,378,411560,Normal,9493.216566807268,1088.7830687830688
41.54047973875928,UDP,192.168.1.105,192.168.1.196,55477,113,688,221923,Attack,5342.331176616987,322.5625
61.62889675475519,UDP,192.168.1.138,192.168.1.221,27564,236,453,103901,Normal,1685.9136780179854,229.36203090507726
14.284290480188044,UDP,192.168.1.116,192.168.1.54,43323,798,135,95790,Normal,6705.968359636648,709.5555555555555
97.72066072622984,UDP,192.168.1.104,192.168.1.8,59418,741,940,437109,Attack,4473.04589174429,465.00957446808513
75.24296102352888,UDP,192.168.1.178,192.168.1.19,27873,440,652,373659,Attack,4966.0326350415,573.0966257668712
96.03897360138474,TCP,192.168.1.186,192.168.1.28,42341,613,987,537115,Normal,5592.6774293666085,544.1894630192503
96.5527231134118,UDP,192.168.1.170,192.168.1.219,54445,661,459,534682,Normal,5537.720560941168,1164.8845315904139
38.09670746059361,ICMP,192.168.1.203,192.168.1.68,7737,131,786,1126359,Attack,29565.783372882834,1433.026717557252
31.799451672442924,TCP,192.168.1.85,192.168.1.177,13542,331,668,911671,Attack,28669.393717566665,1364.7769461077844
25.60780560825224,UDP,192.168.1.16,192.168.1.69,56806,63,22,1247442,Attack,48713.35010439184,56701.90909090909
42.70406077715492,UDP,192.168.1.113,192.168.1.108,40261,639,480,851383,Attack,19936.815949256474,1773.7145833333334
74.14398196813809,ICMP,192.168.1.103,192.168.1.101,4097,830,420,1475036,Attack,19894.210707942115,3511.9904761904763
30.28013445852228,UDP,192.168.1.114,192.168.1.30,39269,222,774,58169,Attack,1921.0284577725333,75.15374677002583
93.03303408478324,TCP,192.168.1.113,192.168.1.172,44610,780,485,980856,Attack,10543.093747819967,2022.3835051546391
31.61219150416378,UDP,192.168.1.232,192.168.1.32,36976,873,265,43293,Normal,1369.5032814886526,163.3698113207547
72.56886444605989,ICMP,192.168.1.148,192.168.1.134,37082,593,780,43745,Attack,602.8067317012444,56.083333333333336
30.990348726565166,ICMP,192.168.1.157,192.168.1.142,20683,462,167,1312705,Normal,42358.51011494876,7860.508982035928
12.785566085028254,TCP,192.168.1.46,192.168.1.113,4649,560,811,509458,Attack,39846.33895847359,628.1849568434033
54.32157226779408,UDP,192.168.1.24,192.168.1.53,55714,326,711,522398,Normal,9616.768775113618,734.7369901547116
57.84103526643389,TCP,192.168.1.45,192.168.1.19,38207,910,41,653752,Attack,11302.563949428186,15945.170731707318
98.52600427812158,TCP,192.168.1.32,192.168.1.227,49261,614,701,480949,Attack,4881.4422499299335,686.0898716119829
31.34373069213329,TCP,192.168.1.6,192.168.1.5,23490,345,778,211627,Attack,6751.812733418953,272.0141388174807
82.03004656450533,ICMP,192.168.1.37,192.168.1.176,34134,345,318,133824,Attack,1631.4022191218173,420.8301886792453
28.782560126508816,UDP,192.168.1.22,192.168.1.97,53960,254,74,286356,Normal,9948.941259615935,3869.675675675676
90.72082376655388,TCP,192.168.1.118,192.168.1.212,20419,899,186,163837,Normal,1805.9470053048826,880.8440860215054
54.27865356205652,ICMP,192.168.1.116,192.168.1.12,31776,44,851,1461720,Attack,26929.92371906983,1717.6498237367803
